item_id,pedido_id,produto_id,quantidade,preco_unitario
2079,816,15,1,1503.28
2080,816,20,1,2581.14
2081,816,15,3,1503.28
2082,817,15,3,1503.28
2083,817,14,3,1829.48
2084,817,6,1,3094.29
2085,818,19,1,4570.54
2086,818,20,1,2581.14
2087,818,15,1,1503.28
2088,819,13,1,3527.3
2089,819,1,2,2806.17
2090,819,8,3,743.42
2091,820,11,1,3716.8
2092,820,18,3,4342.01
2093,820,16,3,4056.34
2094,820,2,3,4683.97
2095,821,6,1,3094.29
2096,821,8,2,743.42
2097,822,1,2,2806.17
2098,822,9,3,2615.73
2099,822,1,1,2806.17
2100,822,16,1,4056.34
2101,823,19,1,4570.54
2102,823,5,3,531.02
2103,824,10,3,4393.0
2104,825,13,1,3527.3
2105,825,9,2,2615.73
2106,826,8,1,743.42
2107,827,8,1,743.42
2108,828,14,2,1829.48
2109,829,3,1,3495.35
2110,829,13,3,3527.3
2111,829,8,1,743.42
2112,830,6,2,3094.29
2113,830,16,2,4056.34
2114,831,1,2,2806.17
2115,831,5,3,531.02
2116,832,13,2,3527.3
2117,832,11,3,3716.8
2118,832,6,1,3094.29
2119,833,10,3,4393.0
2120,833,15,1,1503.28
2121,833,16,1,4056.34
2122,834,5,2,531.02
2123,834,14,3,1829.48
2124,834,13,2,3527.3
2125,835,11,3,3716.8
2126,835,11,2,3716.8
2127,835,15,2,1503.28
2128,836,4,3,2871.8
2129,836,5,1,531.02
2130,836,15,2,1503.28
2131,837,1,3,2806.17
2132,837,1,2,2806.17
2133,837,16,2,4056.34
2134,837,8,2,743.42
2135,838,15,3,1503.28
2136,838,18,1,4342.01
2137,838,12,1,3500.23
2138,838,11,1,3716.8
2139,839,7,2,4950.77
2140,839,15,1,1503.28
2141,839,20,2,2581.14
2142,839,2,1,4683.97
2143,840,4,2,2871.8
2144,840,13,3,3527.3
2145,840,15,2,1503.28
2146,840,3,2,3495.35
2147,841,12,3,3500.23
2148,841,5,2,531.02
2149,841,13,1,3527.3
2150,841,19,3,4570.54
2151,842,15,1,1503.28
2152,842,10,2,4393.0
2153,842,11,2,3716.8
2154,843,9,2,2615.73
2155,844,13,3,3527.3
2156,844,7,1,4950.77
2157,844,19,2,4570.54
2158,844,14,3,1829.48
2159,845,16,2,4056.34
2160,845,3,1,3495.35
2161,845,10,1,4393.0
2162,846,4,3,2871.8
2163,847,16,2,4056.34
2164,847,6,1,3094.29
2165,847,15,1,1503.28
2166,847,7,3,4950.77
2167,848,18,3,4342.01
2168,848,12,2,3500.23
2169,848,9,3,2615.73
2170,848,16,1,4056.34
2171,849,18,1,4342.01
2172,850,18,1,4342.01
2173,850,7,2,4950.77
2174,851,15,1,1503.28
2175,852,6,1,3094.29
2176,852,17,3,4060.06
2177,852,14,3,1829.48
2178,853,3,2,3495.35
2179,853,9,1,2615.73
2180,853,3,1,3495.35
2181,854,9,2,2615.73
2182,854,14,2,1829.48
2183,854,13,3,3527.3
2184,855,1,3,2806.17
2185,856,12,1,3500.23
2186,856,11,3,3716.8
2187,857,16,2,4056.34
2188,857,1,1,2806.17
2189,857,4,3,2871.8
2190,858,3,1,3495.35
2191,858,6,1,3094.29
2192,859,15,3,1503.28
2193,859,7,3,4950.77
2194,859,14,1,1829.48
2195,859,11,1,3716.8
2196,860,10,2,4393.0
2197,860,2,2,4683.97
2198,860,10,3,4393.0
2199,860,8,3,743.42
2200,861,20,2,2581.14
2201,861,15,2,1503.28
2202,862,14,1,1829.48
2203,862,7,3,4950.77
2204,863,19,3,4570.54
2205,863,3,2,3495.35
2206,863,15,1,1503.28
2207,864,18,2,4342.01
2208,865,1,1,2806.17
2209,865,16,2,4056.34
2210,865,13,1,3527.3
2211,866,14,1,1829.48
2212,866,4,1,2871.8
2213,866,17,1,4060.06
2214,867,10,2,4393.0
2215,867,15,2,1503.28
2216,867,8,3,743.42
2217,867,19,2,4570.54
2218,868,18,2,4342.01
2219,868,8,2,743.42
2220,868,18,1,4342.01
2221,869,12,3,3500.23
2222,869,17,3,4060.06
2223,870,10,2,4393.0
2224,870,15,3,1503.28
2225,870,16,1,4056.34
2226,870,20,2,2581.14
2227,871,20,3,2581.14
2228,871,5,3,531.02
2229,872,12,2,3500.23
2230,873,17,2,4060.06
2231,874,17,2,4060.06
2232,874,11,1,3716.8
2233,874,1,1,2806.17
2234,874,13,1,3527.3
2235,875,11,1,3716.8
2236,875,19,3,4570.54
2237,876,11,1,3716.8
2238,877,16,1,4056.34
2239,878,2,2,4683.97
2240,878,6,3,3094.29
2241,878,14,1,1829.48
2242,879,1,3,2806.17
2243,880,9,1,2615.73
2244,880,2,2,4683.97
2245,881,2,2,4683.97
2246,881,2,2,4683.97
2247,881,1,3,2806.17
2248,882,6,2,3094.29
2249,882,3,2,3495.35
2250,883,9,1,2615.73
2251,884,20,1,2581.14
2252,884,17,3,4060.06
2253,884,8,1,743.42
2254,884,4,1,2871.8
2255,885,4,3,2871.8
2256,885,11,2,3716.8
2257,885,13,1,3527.3
2258,886,12,2,3500.23
2259,887,6,1,3094.29
2260,887,8,3,743.42
2261,888,4,1,2871.8
2262,888,2,1,4683.97
2263,888,9,2,2615.73
2264,889,7,3,4950.77
2265,889,14,1,1829.48
2266,889,3,3,3495.35
2267,890,19,2,4570.54
2268,890,4,3,2871.8
2269,890,16,1,4056.34
2270,890,19,1,4570.54
2271,891,18,2,4342.01
2272,891,13,2,3527.3
2273,891,13,2,3527.3
2274,891,20,3,2581.14
2275,892,5,2,531.02
2276,893,17,1,4060.06
2277,893,5,2,531.02
2278,893,8,3,743.42
2279,894,14,3,1829.48
2280,894,3,3,3495.35
2281,894,10,3,4393.0
2282,895,12,2,3500.23
2283,895,12,3,3500.23
2284,895,6,1,3094.29
2285,895,19,2,4570.54
2286,896,17,1,4060.06
2287,896,7,2,4950.77
2288,897,11,1,3716.8
2289,897,1,1,2806.17
2290,897,6,3,3094.29
2291,897,1,3,2806.17
2292,898,4,3,2871.8
2293,898,4,2,2871.8
2294,898,19,3,4570.54
2295,898,5,3,531.02
2296,899,6,1,3094.29
2297,899,5,2,531.02
2298,900,13,1,3527.3
2299,900,7,1,4950.77
2300,900,3,1,3495.35
2301,901,19,2,4570.54
2302,901,14,3,1829.48
2303,902,15,2,1503.28
2304,902,12,2,3500.23
2305,902,20,2,2581.14
2306,903,14,3,1829.48
2307,903,10,3,4393.0
2308,903,14,2,1829.48
2309,903,9,3,2615.73
2310,904,17,1,4060.06
2311,904,11,2,3716.8
2312,904,4,2,2871.8
2313,904,17,2,4060.06
2314,905,13,1,3527.3
2315,906,3,2,3495.35
2316,906,3,3,3495.35
2317,906,16,1,4056.34
2318,907,2,3,4683.97
2319,908,1,3,2806.17
2320,908,15,2,1503.28
2321,908,1,3,2806.17
2322,909,18,1,4342.01
2323,909,13,3,3527.3
2324,910,5,1,531.02
2325,910,13,3,3527.3
2326,911,7,3,4950.77
2327,911,2,2,4683.97
2328,911,4,2,2871.8
2329,911,19,1,4570.54
2330,912,10,2,4393.0
2331,912,10,2,4393.0
2332,913,13,3,3527.3
2333,913,19,3,4570.54
2334,913,14,2,1829.48
2335,913,1,2,2806.17
2336,914,5,3,531.02
2337,914,19,3,4570.54
2338,915,5,2,531.02
2339,915,9,3,2615.73
2340,915,16,3,4056.34
2341,915,9,3,2615.73
2342,916,11,3,3716.8
2343,916,8,3,743.42
2344,916,17,1,4060.06
2345,916,12,1,3500.23
2346,917,9,3,2615.73
2347,917,16,1,4056.34
2348,918,16,2,4056.34
2349,919,19,2,4570.54
2350,919,19,2,4570.54
2351,920,12,3,3500.23
2352,920,20,3,2581.14
2353,920,13,3,3527.3
2354,921,14,3,1829.48
2355,921,4,1,2871.8
2356,921,16,1,4056.34
2357,921,19,2,4570.54
2358,922,17,3,4060.06
2359,922,3,2,3495.35
2360,922,6,1,3094.29
2361,922,10,2,4393.0
2362,923,7,3,4950.77
2363,923,11,2,3716.8
2364,923,16,3,4056.34
2365,923,1,2,2806.17
2366,924,5,1,531.02
2367,924,14,1,1829.48
2368,924,3,2,3495.35
2369,924,11,3,3716.8
2370,925,5,2,531.02
2371,925,9,1,2615.73
2372,926,8,2,743.42
2373,927,1,1,2806.17
2374,928,9,1,2615.73
2375,928,7,3,4950.77
2376,929,5,1,531.02
2377,929,18,1,4342.01
2378,930,19,1,4570.54
2379,931,4,3,2871.8
2380,932,19,2,4570.54
2381,933,19,3,4570.54
2382,933,20,1,2581.14
2383,933,9,1,2615.73
2384,934,19,3,4570.54
2385,934,17,2,4060.06
2386,934,6,3,3094.29
2387,935,8,1,743.42
2388,935,15,1,1503.28
2389,935,19,3,4570.54
2390,935,19,1,4570.54
2391,936,4,1,2871.8
2392,936,14,2,1829.48
2393,937,11,2,3716.8
2394,937,8,2,743.42
2395,937,13,2,3527.3
2396,938,14,1,1829.48
2397,939,2,1,4683.97
2398,939,8,3,743.42
2399,939,20,3,2581.14
2400,939,3,3,3495.35
2401,940,20,3,2581.14
2402,940,20,2,2581.14
2403,940,15,2,1503.28
2404,941,20,3,2581.14
2405,942,18,2,4342.01
2406,943,8,3,743.42
2407,943,8,3,743.42
2408,943,10,3,4393.0
2409,944,10,2,4393.0
2410,944,3,1,3495.35
2411,944,3,2,3495.35
2412,945,19,3,4570.54
2413,945,19,1,4570.54
2414,945,1,3,2806.17
2415,946,20,1,2581.14
2416,947,1,3,2806.17
2417,947,10,3,4393.0
2418,948,12,2,3500.23
2419,948,1,3,2806.17
2420,948,9,3,2615.73
2421,948,19,2,4570.54
2422,949,4,2,2871.8
2423,949,9,1,2615.73
2424,949,4,3,2871.8
2425,949,8,2,743.42
2426,950,11,2,3716.8
2427,950,10,1,4393.0
2428,950,17,2,4060.06
2429,951,4,1,2871.8
2430,951,8,1,743.42
2431,951,19,3,4570.54
2432,952,12,3,3500.23
2433,953,2,2,4683.97
2434,953,6,1,3094.29
2435,953,11,1,3716.8
2436,954,16,1,4056.34
2437,954,8,3,743.42
2438,955,13,1,3527.3
2439,955,1,3,2806.17
2440,955,8,1,743.42
2441,956,17,3,4060.06
2442,956,8,2,743.42
2443,956,19,2,4570.54
2444,957,5,2,531.02
2445,957,9,2,2615.73
2446,957,20,2,2581.14
2447,957,4,3,2871.8
2448,958,9,2,2615.73
2449,958,2,1,4683.97
2450,959,13,1,3527.3
2451,959,14,2,1829.48
2452,959,5,3,531.02
2453,960,10,1,4393.0
2454,960,9,1,2615.73
2455,961,1,2,2806.17
2456,962,20,3,2581.14
2457,962,17,2,4060.06
2458,962,3,2,3495.35
2459,962,18,1,4342.01
2460,963,2,2,4683.97
2461,963,7,1,4950.77
2462,963,7,1,4950.77
2463,963,8,1,743.42
2464,964,16,2,4056.34
2465,964,7,2,4950.77
2466,964,17,1,4060.06
2467,964,18,2,4342.01
2468,965,11,1,3716.8
2469,965,4,2,2871.8
2470,965,9,1,2615.73
2471,965,10,2,4393.0
2472,966,11,3,3716.8
2473,967,10,2,4393.0
2474,967,17,1,4060.06
2475,968,14,2,1829.48
2476,968,5,2,531.02
2477,969,2,1,4683.97
2478,969,18,3,4342.01
2479,969,2,1,4683.97
2480,969,6,3,3094.29
2481,970,8,1,743.42
2482,971,7,1,4950.77
2483,971,15,3,1503.28
2484,971,14,3,1829.48
2485,972,17,2,4060.06
2486,972,11,2,3716.8
2487,972,13,3,3527.3
2488,972,15,3,1503.28
2489,973,12,2,3500.23
2490,973,20,3,2581.14
2491,973,16,1,4056.34
2492,973,13,1,3527.3
2493,974,1,3,2806.17
2494,974,9,2,2615.73
2495,975,15,3,1503.28
2496,975,12,2,3500.23
2497,976,20,3,2581.14
2498,976,19,2,4570.54
2499,976,17,2,4060.06
2500,977,7,3,4950.77
2501,977,5,1,531.02
2502,978,6,2,3094.29
2503,978,4,3,2871.8
2504,979,5,3,531.02
2505,979,1,2,2806.17
2506,979,6,3,3094.29
2507,979,14,1,1829.48
2508,980,10,3,4393.0
2509,980,1,1,2806.17
2510,980,18,2,4342.01
2511,981,13,1,3527.3
2512,981,7,3,4950.77
2513,982,5,3,531.02
2514,982,19,3,4570.54
2515,982,7,3,4950.77
2516,983,11,1,3716.8
2517,983,14,3,1829.48
2518,983,18,3,4342.01
2519,983,4,2,2871.8
2520,984,3,3,3495.35
2521,984,3,2,3495.35
2522,984,13,2,3527.3
2523,985,10,1,4393.0
2524,985,15,1,1503.28
2525,986,17,1,4060.06
2526,986,5,2,531.02
2527,987,13,3,3527.3
2528,987,19,1,4570.54
2529,987,12,3,3500.23
2530,988,11,1,3716.8
2531,988,12,3,3500.23
2532,988,4,2,2871.8
2533,989,19,3,4570.54
2534,989,13,3,3527.3
2535,990,11,1,3716.8
2536,990,13,1,3527.3
2537,991,11,3,3716.8
2538,992,11,1,3716.8
2539,992,8,3,743.42
2540,992,4,2,2871.8
2541,993,9,2,2615.73
2542,993,20,2,2581.14
2543,994,1,3,2806.17
2544,994,17,2,4060.06
2545,994,10,2,4393.0
2546,994,15,3,1503.28
2547,995,14,2,1829.48
2548,995,20,2,2581.14
2549,996,14,3,1829.48
2550,996,2,1,4683.97
2551,997,12,1,3500.23
2552,997,11,1,3716.8
2553,997,4,1,2871.8
2554,998,15,3,1503.28
2555,999,1,1,2806.17
2556,999,1,3,2806.17
2557,999,15,3,1503.28
2558,1000,12,2,3500.23
2559,1000,5,3,531.02
2560,1000,16,3,4056.34
2561,1000,1,2,2806.17
